Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2006,Brad Radke,Twins,28,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,748
2006,Johan Santana,Twins,34,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,755
2005,David Wells,Red Sox,30,7,0,1,1,0,0.00%,28.60%,0,0.2,0.143,0.143,0.143,0.127,-40,0,-1.2,0.7,0,855
2006,Casey Fossum,Devil Rays,25,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,188
2006,Seth McClung,Devil Rays,39,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1657
2005,Jon Rauch,Nationals,15,8,0,1,1,0,0.00%,62.50%,0,0.5,0.143,0.143,0.143,0.127,-32,0,-1.3,0.8,0,1475
2005,Paul Wilson,Reds,9,19,0,1,1,0,0.00%,57.90%,0,0.5,0.176,0.176,0.176,0.157,-17,0,-2.8,1.9,0,1234
2006,Chad Cordero,Nationals,68,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1816
2006,Chris Schroder,Nationals,21,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,3553
2008,Mike Adams,Padres,54,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1937
2006,Bartolo Colon,Angels,10,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,375
2003,Kevin Brown,Dodgers,32,70,0,4,2,0,0.00%,40.00%,0.048,0.278,0.159,0.156,0.206,0.156,-11,0,-10,7.4,0,642
2001,John Halama,Mariners,31,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1080
2001,Jamie Moyer,Mariners,33,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1091
2006,Aaron Small,Yankees,11,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1477
2006,Victor Santos,Pirates,25,44,0,4,1,0,0.00%,29.50%,0.026,0.24,0.158,0.158,0.184,0.15,-21,0,-7,5.2,0,446
2001,Josh Towers,Orioles,24,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1489
2006,Randy Messenger,Marlins,59,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2658
2006,Taylor Tankersley,Marlins,49,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,8249
2006,Todd Wellemeyer,Royals,28,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1709
2006,Bobby Keppel,Royals,8,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2229
2006,Justin Verlander,Tigers,30,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,8700
2001,Adam Pettyjohn,Tigers,16,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,489
2001,Willie Blair,Tigers,9,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1001033
2009,Matt Garza,Rays,32,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,3340
2006,Franquelis Osoria,Dodgers,12,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2860
2007,Mike Thompson,Padres,7,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,2735
2009,Chris Jakubauskas,Mariners,35,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,7831
2009,Brandon Morrow,Mariners,26,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,9346
2006,Damaso Marte,Pirates,75,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,247
2006,Mike Stanton,- - -,82,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,849
2006,Erik Bedard,Orioles,33,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,126
2006,Daniel Cabrera,Orioles,26,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1931
2006,Adam Loewen,Orioles,22,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2134
2004,Clint Nageotte,Mariners,12,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2156
2002,Nelson Figueroa,Brewers,30,20,0,0,3,0,5.00%,30.00%,0,0.222,0.133,0.188,0.133,0.156,-17,0,-2.9,2,0,683
2008,Scott Kazmir,Rays,27,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,4897
2001,Cory Lidle,Athletics,29,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,926
2001,Roger Clemens,Yankees,33,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,815
2001,Randy Keisler,Yankees,10,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,830
2001,Ramiro Mendoza,Yankees,56,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,836
2009,Josh Outman,Athletics,14,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,4004
2009,Cory Wade,Dodgers,27,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,7570
2009,Ken Takahashi,Mets,28,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,5044
2003,Jeremy Bonderman,Tigers,33,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1667
2004,Kelvim Escobar,Angels,33,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1298
2004,John Lackey,Angels,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1507
2000,Frank Castillo,Blue Jays,25,7,0,0,0,0,0.00%,42.90%,0,0.25,0.143,0.143,0.143,0.129,-41,0,-1.3,0.8,0,180
2001,Rodney Myers,Padres,37,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1511
2009,Daniel Cabrera,- - -,15,17,0,0,0,0,11.80%,58.80%,0,0,0,0.2,0,0.143,-25,0,-2.7,1.8,0,1931
2003,Rodrigo Lopez,Orioles,26,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,150
2006,Kevin Barry,Braves,19,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,3460
2003,Charles Nagy,Padres,5,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,397
2003,Randy Keisler,Padres,3,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,830
2003,Luther Hackman,Padres,65,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1155
2006,Jose Capellan,Brewers,61,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2236
2004,Aaron Small,Marlins,7,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1477
2007,Jake Westbrook,Indians,25,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,412
2007,Paul Byrd,Indians,31,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,594
2009,Madison Bumgarner,Giants,4,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,5524
2009,Brian Wilson,Giants,68,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,6485
2009,Brandon Medders,Giants,61,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,8604
2007,Wil Ledezma,- - -,32,2,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1669
2003,Brian Tallet,Indians,5,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1646
2005,Chris Oxspring,Padres,5,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,7232
2006,Brian Wilson,Giants,31,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,6485
2009,Anthony Swarzak,Twins,12,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,7466
2004,Giovanni Carrara,Dodgers,42,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,643
2003,Paul Shuey,Dodgers,62,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,406
2003,Rodney Myers,Dodgers,4,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1511
2000,Donne Wall,Padres,44,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,39
2009,Chris Sampson,Astros,49,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,2651
2009,Tomo Ohka,Indians,18,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,788
2009,Carl Pavano,Indians,21,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,790
2009,Jeremy Sowers,Indians,23,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,9083
2009,Jeff Bennett,Braves,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1903
2009,Buddy Carlyle,Braves,16,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,2010
2009,Chris Bootcheck,Pirates,13,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1842
2009,John Grabow,Pirates,45,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1848
2005,Jamie Moyer,Mariners,32,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1091
2001,Bryan Rekar,Devil Rays,25,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,625
2001,Jake Westbrook,Indians,23,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,412
2003,Roger Clemens,Yankees,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,815
2003,Mike Mussina,Yankees,31,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,837
2004,Matt Riley,Orioles,14,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,164
2004,Eric DuBose,Orioles,14,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1633
2008,Shaun Marcum,Blue Jays,25,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,6204
2008,Andy Pettitte,Yankees,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,840
2002,Mike Holtz,Padres,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,920
2002,Jeremy Fikac,Padres,65,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1031
2003,Rob Bell,Devil Rays,19,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1492
2007,John Lackey,Angels,33,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1507
2007,A.J. Burnett,Blue Jays,25,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,512
2009,Sean Burnett,- - -,71,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1886
2006,Vicente Padilla,Rangers,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,964
2000,Antonio Osuna,Dodgers,46,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,249
2004,Braden Looper,Mets,71,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,526
2004,Ricky Bottalico,Mets,60,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,948
2004,James Baldwin,Mets,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1064
2007,Luis Vizcaino,Yankees,77,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,714
2002,Victor Alvarez,Dodgers,4,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1559
2006,Scott Mathieson,Phillies,9,9,0,0,0,0,0.00%,44.40%,0,0.333,0.143,0.143,0.143,0.127,-40,0,-1.6,1.1,0,4771
2001,Rocky Biddle,White Sox,30,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,223
2001,Jon Garland,White Sox,35,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,232
2001,David Wells,White Sox,16,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,855
2004,Ray King,Cardinals,86,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,693
2004,Randy Flores,Cardinals,9,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1446
2002,Steve Sparks,Tigers,32,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,499
2001,Turk Wendell,Mets,49,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,975
2001,Pete Walker,Mets,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1325
2001,Jerrod Riggan,Mets,35,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1422
2001,Braden Looper,Marlins,71,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,526
2009,Marco Estrada,Nationals,4,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1118
2009,Logan Kensing,Nationals,26,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,6166
2004,Jesus Colome,Devil Rays,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1198
2004,Chad Gaudin,Devil Rays,28,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1783
2008,Jason Isringhausen,Cardinals,42,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1158
2005,Kelvim Escobar,Angels,16,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1298
2006,Julio Santana,Phillies,7,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,496
2006,Clay Condrey,Phillies,21,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1579
2006,Fabio Castro,Phillies,16,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,4048
2009,Roy Halladay,Blue Jays,32,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1303
2009,Brian Tallet,Blue Jays,37,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1646
2009,Brett Cecil,Blue Jays,18,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2660
2009,Casey Janssen,Blue Jays,21,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,7355
2003,Justin Wayne,Marlins,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,803
2003,Allen Levrault,Marlins,19,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,925
2000,Jamie Moyer,Mariners,26,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1091
2000,Todd Erdos,- - -,36,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1003804
2008,Kenny Rogers,Tigers,30,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1277
2008,Jeremy Bonderman,Tigers,12,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1667
2008,Eddie Bonine,Tigers,5,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,5890
2005,Kevin Millwood,Indians,30,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,106
2005,Jake Westbrook,Indians,34,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,412
2005,Scott Elarton,Indians,31,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,426
2001,Rich Garces,Red Sox,62,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,189
2001,David Cone,Red Sox,25,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1680
2009,Gil Meche,Royals,23,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1089
2009,Kyle Davies,Royals,22,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,3642
2002,Chris Brock,Orioles,22,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,130
2007,Kenny Rogers,Tigers,11,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1277
2000,Dave Mlicki,Tigers,24,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,569
2004,Scott Eyre,Giants,83,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1300
2007,Winston Abreu,Nationals,26,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,582
2007,Chris Schroder,Nationals,37,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,3553
2008,Chad Paronto,Astros,6,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,399
2005,Sean Douglass,Tigers,18,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,133
2009,Jack Taschner,Phillies,24,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2766
2002,Steve Reed,- - -,65,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1053
2004,Terry Mulholland,Twins,39,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,665
2001,Adam Johnson,Twins,7,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,733
2001,Joe Mays,Twins,34,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,740
2001,Eric Milton,Twins,35,2,0,1,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,743
2001,Roy Halladay,Blue Jays,17,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1303
2001,Esteban Loaiza,Blue Jays,36,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1310
2001,Steve Parris,Blue Jays,19,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1316
2009,Daniel McCutchen,Pirates,6,12,0,1,1,0,8.30%,25.00%,0,0.125,0.091,0.167,0.091,0.133,-32,0,-2,1.3,0,263
2009,Jordan Zimmermann,Nationals,16,34,0,1,2,0,2.90%,32.40%,0,0.25,0.148,0.179,0.148,0.153,-20,0,-5.1,3.7,0,4505
2003,Brian Powell,Giants,1,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,490
2003,Joe Nathan,Giants,78,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1122
2006,Ryan Dempster,Cubs,74,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,517
2006,Jerome Williams,Cubs,5,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1137
2002,Cory Lidle,Athletics,31,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,926
2009,John Koronka,Marlins,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2130
2009,Dan Meyer,Marlins,71,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,4402
2009,Cristhian Martinez,Marlins,15,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,5337
2008,Mark DiFelice,Brewers,15,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,2468
2004,John Smoltz,Braves,73,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,115
2004,Jose Capellan,Braves,3,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2236
2009,Alfredo Figaro,Tigers,5,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,8404
2003,Dan Wheeler,Mets,35,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,120
2003,Scott Strickland,Mets,19,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,897
2000,Bill Pulsipher,Mets,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,842
2000,Marcus Jones,Athletics,1,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1006575
2000,Ariel Prieto,Athletics,8,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1010536
2005,Carlos Silva,Twins,27,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,973
2000,John Johnstone,Giants,47,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1006475
2009,Mike Lincoln,Reds,19,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1457
2007,Philip Humber,Mets,3,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,8586
2001,Kyle Farnsworth,Cubs,76,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,278
2001,Jeff Fassero,Cubs,82,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,279
2001,Ron Mahay,Cubs,17,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,290
2001,Will Ohman,Cubs,11,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,296
2001,Carlos Zambrano,Cubs,6,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,305
2001,Mike Fyhrie,Cubs,15,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1447
2004,Jeff Bennett,Brewers,60,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1903
2004,Chris Saenz,Brewers,1,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1913
2002,Vic Darensbourg,Marlins,43,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,516
2002,Hansel Izquierdo,Marlins,20,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,522
2002,Nate Teut,Marlins,2,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1487
2002,Nate Robertson,Marlins,6,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1620
2002,Mike Stanton,Yankees,79,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,849
2003,Russ Springer,Cardinals,17,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1652
2006,Dustin Nippert,Diamondbacks,2,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,4426
2006,Tony Pena,Diamondbacks,25,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,4573
2006,Brandon Medders,Diamondbacks,60,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,8604
2003,Hector Mercado,Phillies,13,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,960
2003,Turk Wendell,Phillies,56,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,975
2003,John Burkett,Red Sox,32,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,179
2000,Armando Almanza,Marlins,67,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,507
