Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2007,Ryan Franklin,Cardinals,69,2,0,0,1,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.448,173,0,0.2,0.2,0,1076
2004,Dan Miceli,Astros,74,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.445,171,0,0.2,0.2,0,1463
2005,Al Reyes,Cardinals,65,3,0,0,0,0,33.30%,33.30%,0,0,0,0.5,0,0.351,114,0,0.1,0.3,0,1005
2008,Ted Lilly,Cubs,34,75,0,2,5,1,1.30%,38.70%,0.032,0.333,0.177,0.19,0.21,0.179,-7,0.2,-9.9,7.9,0,833
2004,Scott Dohmann,Rockies,41,3,0,0,0,0,0.00%,33.30%,0,0,0,0.5,0,0.368,109,0,0,0.3,0,1936
2003,Sergio Mitre,Cubs,3,2,0,1,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.446,173,0,0.2,0.2,0,1773
2003,Todd Wellemeyer,Cubs,15,3,0,0,0,0,33.30%,0.00%,0,0,0,0.5,0,0.353,112,0,0,0.3,0,1709
2007,Vicente Padilla,Rangers,23,2,0,1,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.448,174,0,0.2,0.2,0,964
2007,Curt Schilling,Red Sox,24,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.448,174,0,0.2,0.2,0,73
2000,Miguel del Toro,Giants,9,2,0,1,2,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.45,171,0,0.2,0.2,0,1003184
2008,Johan Santana,Mets,34,83,0,5,1,0,3.60%,28.90%,0.064,0.204,0.141,0.173,0.205,0.17,-6,0,-11,8.8,0,755
2005,Brian Cooper,Giants,8,2,0,0,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.445,174,0,0.2,0.2,0,1295
2005,Jeremy Accardo,Giants,28,2,0,0,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.445,174,0,0.2,0.2,0,6428
2000,Jason Grilli,Marlins,1,2,0,0,1,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.45,170,0,0.2,0.2,0,521
2004,Chad Bentz,Expos,36,2,0,0,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.445,169,0,0.2,0.2,0,1889
2009,Pedro Feliciano,Mets,88,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.707,355,0,0.3,0.1,0,1601
2008,Randy Wolf,- - -,36,67,0,6,2,0,6.00%,34.30%,0.017,0.229,0.138,0.194,0.155,0.167,-4,0,-8.8,7.1,0,976
2001,Al Reyes,Dodgers,19,4,0,1,0,0,0.00%,25.00%,0,0.5,0.333,0.333,0.333,0.296,80,0,-0.1,0.4,0,1005
2001,Tom Davey,Padres,39,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.704,345,0,0.3,0.1,0,1026
2006,Tyler Walker,Giants,6,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.708,342,0,0.3,0.1,0,901
2009,Bobby Keppel,Twins,37,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.707,348,0,0.3,0.1,0,2229
2003,Jake Westbrook,Indians,34,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.706,353,0,0.3,0.1,0,412
2003,Steve Colyer,Dodgers,13,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.706,348,0,0.3,0.1,0,1678
2005,Joe Blanton,Athletics,33,4,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,81,0,-0.1,0.4,0,4849
2002,Jesse Orosco,Dodgers,56,1,0,1,0,0,100.00%,0.00%,0,0,0,1,0,0.704,352,0,0.3,0.1,0,667
2000,T.J. Mathews,Athletics,50,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.722,344,0,0.3,0.1,0,567
2002,Mac Suzuki,Royals,7,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.446,172,0,0.2,0.2,0,1485
2006,Brandon Lyon,Diamondbacks,68,1,0,1,0,0,100.00%,0.00%,0,0,0,1,0,0.708,338,0,0.3,0.1,0,1312
2000,Scott Sullivan,Reds,80,7,0,0,0,0,0.00%,28.60%,0,0.4,0.286,0.286,0.286,0.257,41,0,-0.6,0.8,0,357
2008,Cory Wade,Dodgers,55,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.708,348,0,0.3,0.1,0,7570
2008,Will Ohman,Braves,83,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.708,347,0,0.3,0.1,0,296
2009,Jo-Jo Reyes,Braves,6,11,0,1,0,0,18.20%,63.60%,0,0.5,0.111,0.273,0.111,0.21,19,0,-1.1,1.2,0,5559
2009,Kyle Kendrick,Phillies,9,9,0,0,0,0,0.00%,55.60%,0,0.667,0.25,0.25,0.25,0.224,26,0,-0.8,1,0,6230
2004,Todd Jones,Phillies,27,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.707,342,0,0.3,0.1,0,436
2004,Elizardo Ramirez,Phillies,7,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.707,342,0,0.3,0.1,0,1946
2002,Byung-Hyun Kim,Diamondbacks,72,2,0,0,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.446,171,0,0.2,0.2,0,61
2000,Justin Speier,Indians,47,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.45,164,0,0.2,0.2,0,451
2000,Brian O'Connor,Pirates,6,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.45,166,0,0.2,0.2,0,1009709
2000,Mark Brownson,Phillies,2,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.722,341,0,0.3,0.1,0,1001544
2000,Paul Quantrill,Blue Jays,68,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.722,340,0,0.3,0.1,0,669
2002,A.J. Burnett,Marlins,31,69,1,1,3,0,7.20%,40.60%,0.088,0.179,0.105,0.177,0.193,0.173,-1,0,-8.7,6.9,0,512
2003,Chan Ho Park,Rangers,7,1,0,1,0,0,100.00%,0.00%,0,0,0,1,0,0.706,345,0,0.3,0.1,0,1267
2001,Tim Wakefield,Red Sox,45,4,0,0,0,0,0.00%,50.00%,0,1,0.333,0.333,0.333,0.296,76,0,-0.1,0.4,0,219
2001,Mike Morgan,Diamondbacks,31,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.704,335,0,0.3,0.1,0,67
2005,Joey Eischen,Nationals,58,4,0,0,0,0,0.00%,50.00%,0,1,0.333,0.333,0.333,0.297,80,0,-0.1,0.4,0,774
2005,Luis Ayala,Nationals,68,4,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,80,0,-0.1,0.4,0,1650
2009,Adam Eaton,Rockies,4,1,0,1,1,0,100.00%,0.00%,0,0,0,1,0,0.707,342,0,0.3,0.1,0,1029
2008,Taylor Buchholz,Rockies,63,1,0,0,1,0,100.00%,0.00%,0,0,0,1,0,0.708,337,0,0.3,0.1,0,2168
2008,Cedrick Bowers,Rockies,5,1,0,1,0,0,100.00%,0.00%,0,0,0,1,0,0.708,337,0,0.3,0.1,0,3293
2004,Steve Reed,Rockies,65,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.445,160,0,0.2,0.2,0,1053
2005,Jose Acevedo,Rockies,36,11,0,0,0,0,9.10%,54.50%,0,0.5,0.125,0.3,0.125,0.233,24,0,-1.1,1.1,0,307
2009,Andy Pettitte,Yankees,32,6,0,1,1,0,0.00%,33.30%,0.2,0.333,0.2,0.2,0.4,0.252,42,0,-0.4,0.7,0,840
2005,Jose Lima,Royals,32,4,0,0,0,0,0.00%,50.00%,0,1,0.333,0.333,0.333,0.297,76,0,-0.1,0.4,0,475
2009,Josh Banks,Padres,6,6,0,1,0,0,33.30%,0.00%,0,0,0,0.333,0,0.236,44,0,-0.4,0.7,0,5570
2007,Bryan Bullington,Pirates,5,4,0,1,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.299,75,0,-0.1,0.4,0,5066
2003,John Riedling,Reds,55,19,0,2,2,0,0.00%,52.60%,0,0.5,0.222,0.222,0.222,0.198,9,0,-2.2,2,0,1515
2000,Ken Hill,Angels,16,4,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.3,70,0,-0.2,0.5,0,1005827
2002,Victor Santos,Rockies,24,2,0,0,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.446,158,0,0.1,0.2,0,446
2005,John Smoltz,Braves,33,83,0,1,3,0,3.60%,31.30%,0.059,0.238,0.147,0.183,0.206,0.175,-3,0,-10.7,8.4,0,115
2003,Tomo Ohka,Expos,35,65,0,2,3,0,3.10%,15.40%,0,0.222,0.182,0.211,0.182,0.181,-3,0,-8.6,6.9,0,788
2003,Jimmy Anderson,Reds,8,13,0,1,0,0,15.40%,30.80%,0,0.2,0.111,0.273,0.111,0.209,17,0,-1.4,1.4,0,977
2009,Nelson Figueroa,Mets,16,25,0,1,3,0,4.00%,32.00%,0.091,0.214,0.136,0.174,0.227,0.177,-1,0,-3.1,2.7,0,683
2007,John Maine,Mets,33,76,1,4,3,0,6.60%,36.80%,0.055,0.185,0.109,0.194,0.164,0.174,-4,0,-10.3,8.2,0,4773
2006,Mike Thompson,Padres,19,29,0,2,0,0,3.40%,41.40%,0,0.308,0.16,0.192,0.16,0.164,-6,0,-4,3.4,0,2735
2000,Nelson Figueroa,Diamondbacks,3,4,0,1,0,0,0.00%,25.00%,0,0.5,0.333,0.333,0.333,0.3,68,0,-0.2,0.5,0,683
2002,Zach Day,Expos,19,9,0,1,0,0,11.10%,44.40%,0,0.5,0.167,0.286,0.167,0.228,29,0,-0.8,0.9,0,1496
2003,Oliver Perez,- - -,24,44,0,0,4,0,2.30%,25.00%,0,0.241,0.179,0.195,0.179,0.169,1,0,-5.7,4.7,0,1514
2009,Scott Elbert,Dodgers,19,5,0,1,1,0,0.00%,40.00%,0.2,0.333,0.2,0.2,0.4,0.252,49,0,-0.3,0.5,0,7489
2005,Tim Wakefield,Red Sox,33,9,0,1,1,0,0.00%,22.20%,0,0.333,0.25,0.25,0.25,0.223,24,0,-0.8,0.9,0,219
2005,Chris Capuano,Brewers,35,79,0,5,9,0,2.50%,41.80%,0.042,0.308,0.169,0.189,0.211,0.178,-3,0,-10.2,8,0,1701
2003,Jim Brower,Giants,51,19,0,2,1,0,0.00%,26.30%,0,0.25,0.176,0.222,0.176,0.189,8,0,-2.2,2,0,313
2004,Mark Mulder,Athletics,33,6,0,2,0,0,16.70%,50.00%,0,0,0,0.333,0,0.241,38,0,-0.5,0.7,0,932
2009,Livan Hernandez,- - -,32,67,0,1,0,0,3.00%,9.00%,0.037,0.167,0.148,0.179,0.185,0.166,-9,0,-9,7.3,0,1116
2004,Joel Pineiro,Mariners,21,5,0,0,0,0,0.00%,20.00%,0.2,0.25,0.2,0.2,0.4,0.249,47,0,-0.3,0.6,0,1094
2004,Todd Van Poppel,Reds,48,23,0,1,1,0,4.30%,26.10%,0,0.273,0.176,0.222,0.176,0.188,1,0,-2.9,2.5,0,1284
2006,Tomo Ohka,Brewers,18,36,0,0,6,0,2.80%,41.70%,0.032,0.313,0.161,0.188,0.194,0.172,-8,0,-5.1,4.3,0,788
2007,Kirk Saarloos,Reds,34,6,0,1,2,0,0.00%,16.70%,0.2,0.25,0.2,0.2,0.4,0.251,40,0,-0.5,0.6,0,1516
2006,Jose Contreras,White Sox,30,6,0,1,0,0,33.30%,33.30%,0,0,0,0.333,0,0.236,30,0,-0.5,0.7,0,1660
2007,Ervin Santana,Angels,28,5,0,1,2,0,0.00%,60.00%,0.2,0.5,0.2,0.2,0.4,0.251,45,0,-0.3,0.5,0,3200
2000,Vic Darensbourg,Marlins,56,8,0,0,0,0,0.00%,25.00%,0,0.333,0.25,0.25,0.25,0.225,26,0,-0.8,0.9,0,516
2006,Fernando Nieve,Astros,40,23,0,0,1,0,8.70%,34.80%,0,0.25,0.125,0.222,0.125,0.178,-4,0,-3.1,2.7,0,2173
2005,Kip Wells,Pirates,34,61,1,4,2,0,0.00%,42.60%,0.07,0.267,0.158,0.172,0.228,0.176,-2,0,-7.8,6.2,0,1012
2003,Byung-Hyun Kim,- - -,56,22,0,0,1,0,0.00%,9.10%,0.05,0.222,0.2,0.2,0.25,0.196,4,0,-2.7,2.3,0,61
2004,Rob Bell,Devil Rays,24,5,0,1,0,0,0.00%,40.00%,0.2,0.333,0.2,0.2,0.4,0.249,44,0,-0.4,0.6,0,1492
2001,Bobby Jones,Padres,33,62,0,5,1,0,4.80%,29.00%,0.035,0.205,0.14,0.183,0.175,0.165,-3,0,-8.4,6.7,0,1039
2006,Carlos Silva,Twins,36,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,76,0,-0.1,0.4,0,973
2006,Ryan Wagner,Nationals,26,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,77,0,-0.1,0.4,0,1770
2009,David Price,Rays,23,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.298,80,0,-0.1,0.3,0,3184
2006,Duaner Sanchez,Mets,49,2,0,1,0,0,0.00%,50.00%,0,0,0,0.5,0,0.369,123,0,0.1,0.2,0,1518
2008,John Danks,White Sox,33,7,0,0,0,0,14.30%,28.60%,0,0.25,0.167,0.286,0.167,0.229,28,0,-0.6,0.7,0,6329
2006,Roberto Novoa,Cubs,66,5,0,0,1,0,0.00%,40.00%,0.2,0.333,0.2,0.2,0.4,0.248,38,0,-0.4,0.6,0,2217
2001,Gil Heredia,Athletics,24,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.296,79,0,-0.1,0.3,0,1005686
2006,Ty Taubenheim,Blue Jays,12,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,73,0,-0.1,0.4,0,5561
2002,Kirk Rueter,Giants,35,79,0,3,3,0,2.50%,13.90%,0,0.208,0.177,0.197,0.177,0.17,-3,0,-10.2,7.9,0,1128
2008,Nick Blackburn,Twins,33,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.299,79,0,-0.1,0.3,0,4270
2009,Sean O'Sullivan,Angels,12,3,0,1,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.298,77,0,-0.1,0.3,0,9137
2006,Shawn Estes,Padres,1,2,0,0,0,0,50.00%,0.00%,0,0,0,0.5,0,0.354,119,0,0,0.2,0,873
2004,Cliff Lee,Indians,33,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,78,0,-0.1,0.3,0,1636
2004,Kazuhito Tadano,Indians,14,3,0,1,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,78,0,-0.1,0.3,0,1917
2003,Aaron Sele,Angels,25,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,79,0,-0.1,0.3,0,34
2002,Paul Shuey,Dodgers,28,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,83,0,-0.1,0.3,0,406
2002,Paul Quantrill,Dodgers,86,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,83,0,-0.1,0.3,0,669
2004,Jon Lieber,Yankees,27,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,77,0,-0.1,0.3,0,287
2005,Bartolo Colon,Angels,33,3,0,0,1,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,81,0,-0.1,0.3,0,375
2001,Todd Ritchie,Pirates,34,70,0,1,3,0,4.30%,38.60%,0.034,0.281,0.153,0.194,0.186,0.174,-4,0,-9.5,7.6,0,253
2006,Matt Clement,Red Sox,12,3,0,1,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,71,0,-0.1,0.4,0,271
2006,Paul Byrd,Indians,31,6,0,0,0,0,0.00%,0.00%,0,0.25,0.25,0.25,0.25,0.222,26,0,-0.6,0.7,0,594
2001,Brad Penny,Marlins,31,66,0,5,1,0,1.50%,28.80%,0.048,0.233,0.161,0.175,0.21,0.168,-4,0,-9,7.1,0,535
2003,Tim Hudson,Athletics,34,3,0,0,1,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,78,0,-0.1,0.3,0,921
2004,Jason Isringhausen,Cardinals,74,3,0,1,2,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,76,0,-0.1,0.3,0,1158
2003,Matt Herges,- - -,67,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,83,0,-0.1,0.3,0,780
2001,Sean Lowe,White Sox,45,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.296,76,0,-0.1,0.3,0,994
2001,Ricky Bones,Marlins,61,3,0,0,1,0,0.00%,33.30%,0,0.5,0.5,0.333,0.5,0.296,78,0,-0.1,0.3,0,1001161
2001,Kyle Peterson,Brewers,3,5,0,1,1,0,0.00%,20.00%,0.2,0.25,0.2,0.2,0.4,0.248,44,0,-0.4,0.5,0,1010235
2006,Roy Corcoran,Nationals,6,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.354,114,0,0,0.2,0,1780
2005,Joe Mays,Twins,31,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,79,0,-0.1,0.3,0,740
2003,Johan Santana,Twins,44,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,77,0,-0.1,0.3,0,755
2002,Mike Williams,Pirates,59,2,0,0,0,0,0.00%,50.00%,0,0,0,0.5,0,0.367,123,0,0.1,0.2,0,1014
2005,Todd Jones,Marlins,68,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,79,0,-0.1,0.3,0,436
2008,Scott Feldman,Rangers,28,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.299,75,0,-0.1,0.3,0,6283
2001,Chris Brock,Phillies,24,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.296,77,0,-0.1,0.3,0,130
2000,Willie Blair,Tigers,47,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.3,74,0,-0.1,0.3,0,1001033
2002,Dave Veres,Cardinals,71,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,79,0,-0.1,0.3,0,1188
2002,Jeff Fassero,Cubs,57,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,79,0,-0.1,0.3,0,279
2001,Chad Zerbe,Giants,27,11,0,1,1,0,0.00%,9.10%,0,0.25,0.222,0.222,0.222,0.197,15,0,-1.2,1.2,0,1140
2005,Scott Cassidy,Padres,10,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.351,120,0,0,0.2,0,1293
2003,Brian Anderson,Indians,27,2,0,0,0,0,50.00%,0.00%,0,0,0,0.5,0,0.353,117,0,0,0.2,0,44
2005,Orlando Hernandez,White Sox,24,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,76,0,-0.1,0.3,0,823
2009,Brandon Backe,Astros,5,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.354,116,0,0,0.2,0,1529
2009,Alberto Arias,Astros,42,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.354,116,0,0,0.2,0,3087
2009,Manny Acosta,Braves,36,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.354,116,0,0,0.2,0,8725
2000,David Cone,Yankees,30,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.3,72,0,-0.1,0.3,0,1680
2006,Cole Hamels,Phillies,23,53,0,4,3,0,11.30%,45.30%,0,0.238,0.114,0.216,0.114,0.171,-12,0,-7.7,6.3,0,4972
2006,CC Sabathia,Indians,28,9,0,0,2,0,0.00%,55.60%,0,0.5,0.222,0.222,0.222,0.198,10,0,-1.1,1.1,0,404
2007,Troy Patton,Astros,3,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.299,76,0,-0.1,0.3,0,8368
2002,Joey Eischen,Expos,59,9,0,1,0,0,11.10%,33.30%,0.125,0.2,0.125,0.222,0.25,0.218,22,0,-0.9,0.9,0,774
2004,Francis Beltran,- - -,45,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,79,0,-0.1,0.3,0,1530
2002,Sun-Woo Kim,Expos,4,8,0,2,0,0,0.00%,25.00%,0,0.333,0.25,0.25,0.25,0.223,25,0,-0.7,0.8,0,197
2003,Carlos Reyes,Devil Rays,10,2,0,0,0,0,50.00%,0.00%,0,0,0,0.5,0,0.353,116,0,0,0.2,0,1721
2007,Sean Gallagher,Cubs,8,2,0,0,0,0,0.00%,0.00%,0,0,0,0.5,0,0.371,117,0,0,0.2,0,8261
2005,Oliver Perez,Pirates,20,42,0,1,3,1,2.40%,26.20%,0,0.261,0.182,0.2,0.182,0.173,-5,0.2,-5.3,4.3,0,1514
2002,Everett Stull,Brewers,2,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,77,0,-0.1,0.3,0,712
2002,Shane Nance,Brewers,4,3,0,0,1,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,77,0,-0.1,0.3,0,1584
2005,Matt Kinney,Giants,5,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,76,0,-0.1,0.3,0,737
2008,Anthony Reyes,Cardinals,10,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.354,115,0,0,0.2,0,7105
2008,Jorge Sosa,Mets,20,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.354,115,0,0,0.2,0,1228
2003,Felix Heredia,Reds,57,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,74,0,-0.1,0.3,0,1304
2007,Vinnie Chulk,Giants,57,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.299,74,0,-0.1,0.3,0,1838
2007,Travis Blackley,Giants,2,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.299,74,0,-0.1,0.3,0,3234
2005,Ricardo Rodriguez,Rangers,12,3,0,0,1,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,74,0,-0.1,0.3,0,1585
2000,Scott Schoeneweis,Angels,27,3,0,0,1,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.3,70,0,-0.1,0.3,0,33
2007,Saul Rivera,Nationals,85,2,0,0,0,0,50.00%,0.00%,0,0,0,0.5,0,0.356,115,0,0,0.2,0,2027
2001,Kris Wilson,Royals,29,3,0,1,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.296,70,0,-0.1,0.3,0,636
2004,Edwin Jackson,Dodgers,8,6,0,0,1,0,0.00%,16.70%,0,0.333,0.25,0.25,0.25,0.223,29,0,-0.6,0.7,0,1841
2009,Mariano Rivera,Yankees,66,2,0,0,1,0,50.00%,0.00%,0,0,0,0.5,0,0.354,110,0,0,0.2,0,844
2001,Damian Moss,Braves,5,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.352,112,0,0,0.2,0,107
2001,Ryan Jensen,Giants,10,13,0,0,2,0,7.70%,23.10%,0,0.222,0.167,0.231,0.167,0.191,11,0,-1.5,1.4,0,1117
2004,Jeremy Griffiths,Astros,1,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.354,110,0,0,0.2,0,1731
2002,Scott Sullivan,Reds,71,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,75,0,-0.1,0.3,0,357
2008,Keiichi Yabu,Giants,60,2,0,1,0,0,50.00%,0.00%,0,0,0,0.5,0,0.354,113,0,0,0.2,0,8624
2006,Ubaldo Jimenez,Rockies,2,3,0,1,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,64,0,-0.1,0.4,0,3374
2005,Billy Wagner,Phillies,75,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,74,0,-0.1,0.3,0,578
2005,Aaron Fultz,Phillies,62,3,0,1,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.297,74,0,-0.1,0.3,0,1113
2001,David Weathers,Brewers,52,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.352,111,0,0,0.2,0,902
2007,John Ennis,Phillies,3,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.299,72,0,-0.1,0.3,0,85
2009,Matt Harrison,Rangers,11,2,0,1,0,0,50.00%,50.00%,0,0,0,0.5,0,0.354,107,0,0,0.2,0,5551
2000,Juan Acevedo,Brewers,62,2,0,1,0,0,50.00%,50.00%,0,0,0,0.5,0,0.361,110,0,0,0.2,0,458
2002,Chris Hammond,Braves,63,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.352,114,0,0,0.2,0,92
2000,Mike Garcia,Pirates,13,3,0,1,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.3,70,0,-0.1,0.3,0,1004507
2001,Guillermo Mota,Expos,53,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.296,70,0,-0.1,0.3,0,1467
2000,Jamie Brewington,Indians,26,2,0,1,0,0,50.00%,0.00%,0,0,0,0.5,0,0.361,107,0,0,0.2,0,1001411
2003,Wilson Alvarez,Dodgers,21,31,0,1,0,0,3.20%,29.00%,0,0.25,0.172,0.2,0.172,0.172,-1,0,-4,3.3,0,1193
2002,Matt Herges,Expos,62,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.352,111,0,0,0.2,0,780
2002,Rob Bell,Rangers,17,2,0,0,0,0,50.00%,0.00%,0,0,0,0.5,0,0.352,109,0,0,0.2,0,1492
2000,Paul Byrd,Phillies,17,24,0,2,0,0,4.20%,25.00%,0,0.214,0.15,0.227,0.15,0.19,0,0,-3.3,2.8,0,594
2007,Jerome Williams,Nationals,6,9,0,0,0,0,0.00%,44.40%,0,0.333,0.143,0.25,0.143,0.205,17,0,-1,1,0,1137
2006,Darren Oliver,Mets,45,16,0,2,2,0,6.30%,43.80%,0.067,0.25,0.133,0.188,0.2,0.177,-2,0,-2.1,1.9,0,206
2006,Jarrod Washburn,Mariners,31,4,0,0,0,0,25.00%,25.00%,0,0,0,0.333,0,0.236,38,0,-0.3,0.5,0,40
2004,Victor Zambrano,- - -,26,12,0,1,1,0,0.00%,16.70%,0.091,0.222,0.182,0.182,0.273,0.194,6,0,-1.5,1.3,0,1237
2001,Paul Abbott,Mariners,28,5,0,0,0,0,0.00%,20.00%,0,0.333,0.25,0.25,0.25,0.222,31,0,-0.4,0.5,0,1061
2002,Josh Pearce,Cardinals,3,6,0,0,1,0,0.00%,0.00%,0,0.25,0.25,0.25,0.25,0.223,30,0,-0.5,0.6,0,1175
2001,Willis Roberts,Orioles,46,5,0,0,0,0,0.00%,60.00%,0,1,0.25,0.25,0.25,0.222,31,0,-0.4,0.5,0,167
2003,Ryan Franklin,Mariners,32,5,0,1,0,0,0.00%,20.00%,0,0.333,0.25,0.25,0.25,0.223,32,0,-0.4,0.5,0,1076
2003,Darren Dreifort,Dodgers,10,19,0,0,1,0,5.30%,47.40%,0.067,0.333,0.133,0.188,0.2,0.178,3,0,-2.4,2,0,647
